class,tweet
1,since bitches love callin me by my ex girlfriends names so much ima sta callin them the names of niggas they fucked
1,since cats lick themselves all the time they should be great at eattin pussy
1,since my girl like to argue i sent that bitch to law school
1,since niggaz is throwing subs on this but that same nigga lame nigga bitches was getting fucked by other8230 
1,since you gave me the pussy that ass getting fatter
1,since you hoes wanna be childish 128514128514128514 
1,single colored man looking fo a single white woman fat ok im nigga
1,single like a dollar fucking bitches like im slater aww mane
1,
1,sis said go to sleep i said bitch its our b day i aint sleeping 128540128540128540
1,sit on my face m u a h before i eat da pussy i say my grace 128591
1,sit the fuck down bitch stfu y8217all act like it doesn8217t get cold in denver
2,sitting alone watching white chicks no pants fuzzy blankets tea turn up
0,sitting at the bar at work watching walking dead and all these fucking wetbacks decide to come in amp turn on their spic music jesus christ
2,sitting on the deck enjoying a stoneipa watchingsmelling the neighbors burn trash missouri 
2,sitting on the deck enjoying a stoneipa watchingsmelling the neighbors burn trash missouri 
1,sitting up here next to the neighborhood crazy bitch amp she keeps randomly busting out laughing
2,sixten just shoved like 8 oreos down his throat
1,skinny girls be having that gotta go a couple rounds pussy
1,skippin spanish class the rest of this week fuck dat bitch
2,skippy and the kats fezbandname 
1,skylar needs to go back to clarenceville he taking all the hoes
2,
1,slap a hoe with a rusty axe ash my blunts on her ass
1,slap my hoes with a rake fake make great cake illuminati
1,slap the bitch is fundidnt know beer wasnt that bad
1,slaw ass team time to sta dat bitch ova
1,
1,slide in the pussy like a surfboard
1,
1,slim hines lil bruda ainn bout it bitch how yu figure
1,slim niggah but you know i love em thick
1,sloppy ignorance in all my pockets 128176128176128176come here lil bitch i want sloppy toppy 128069128166
1,sloppy ignorance in all my pockets come her lil bitch i want sloppy toppy
1,
1,slut i aint playin go find a white crayon and color a fuckin zebra
1,slut ass queen bee bitch
1,slut opp thot hoe
1,sluts and hoes are neededrespect their services
1,smack these hoes on they ass like we bihed these bitches
1,smashed a werewolf chick and thought she was related to so i felt guilty but then later discovered he didnt know the ho
1,smellin good bitches wanna hug me
1,smfh trashslow as fuckcant even get a nike release on that
1,smfh boy you sound just like them hoes idk why everybody be hating on the pueo rican princess
1,smh ampamp its not bitches its bitch ass niggahs
0,smh hate that hoe
1,
0,
0,smh u niggers amp ur music knowledge
1,smh you dreamed i was a faggot wow my dream lmfao sta from the bottom up 
1,smh go play dreamcast hate playing with someone at home on that trash ass default broadcast cam 2k camera is the goat
1,smile at the bitches who hate you
1,smile at the hoes who hate you
1,smoke good weed with a bad bitch
1,smoke good weed with bad bitch and give a good girl bad habits
1,
1,
1,
1,smoke wit a bitch in nap and let her play music i bet 100 she turn on boosie or some slow shit 128530
1,smokin on loud that will have yo ass panicking but wwn you show up all the hoes sta vanishing
1,smokin stuntin riding round town wit a bitch so bad but she dont mean nothing
1,smoking brooklyn got me high as giraffe pussy
2,
1,
1,snakes slithered in they coil these hoes aint loyal
1,snapchat me bitches jaceyjanette
1,
1,snoop with the hoes 128514128514128514
1,so i already dont fuck with dude but i be nice and im humoring him but this bitch crossed a line first of motherfucking all
0,so i decided to drive to the good walma where the colored folks dont go bc its food here
1,so i figure out why ive been a bitch lately
1,so i guess i want to be ghetto my dad was poor not in morals or in standards my grandfather was poor he was great man tho
1,so i guess im on snapchat now so snapchat me bitches danvii no idea
1,so i guess all girls are psycho bitches and dgaf these days smh yall are dumb128514128514dont even know what psycho is tf outta here128514
1,so i had to spray this huge ass wasp nest outside my backdoor maaan them bitches were mad as fuck
1,so i keep cool but in the back of my mind im like did des hoes just come on my mf porch like ik dem
1,so i made hey as a sho cut for pussy lips in anns phone 
1,so i seen this sweater its flashy i wanna get it i gotta get it it say my boyfriend is my bitch with some puppies 128514128514128514
1,so i swore my school was closed but that bitch is open and im home 128514
1,so i we gotta find a new house because the land lord being a bitch but we getting a waaaay better house so its all good lol
2,so im at tedgibson and ted is getting his hair colored right beside me heeeey
2,so ive been pretty paranoid about the cooling weather bringing about an abundance of birds in austin nyc and philadelphia
2,so politico says rney will win and then goes after gallup for doing the same thing lmao at you teabaggers morningjoe
1,so sterling bitch gotta he a hoe aye she paid and youremad dont blame the bitch she half black
2,so am i the only cracker up playing his guitar thank you on this saturday night
1,so apparently me amp eric fucced amp i be just fuccing every nigga 128514128557 great but yall bitches not whoppin amp talkin behind blocced twitters
1,so at work today i got called a cracker ass bitch lol
1,so basically i reflected a lot on how for now i make fire my bitch day to day
1,so bitch shoot me a look it better be a blank stare or get shanked in the pancreas
1,so buy another round they tried to shut us down bout an hour ago but we still in this bitch early not late follow 
1,so excited for this white trash bash pay tonight 128540127867
1,so excited for tomorrow amp saturday amp then just being a lazy bitch on sunday 128076
1,so far ive only seen 3 bad bitches talkn bout mansion 233lan wtf is up
1,so far today every time i try to load an aicle from the blaze on twitter the site crashes wtf is selibus doing now the cunt
1,so fucking thirsty for a championship that they welcome a fucking traitor with open arms haha fucking no hea ass pussy organization
1,
1,so glad i found a good girl and dont have to deal with these wild ass hoes they have nowadays ratchets
2,so i bought condoms for my pay at rite aid and the lady gave me a diy look just now i came back and bought trash bags imagineherface
1,so if i had dreads tattoos and a beard id get all the bitches
1,so if a girl gets drunk and does some hoe shitits rape now
1,so is the term wigger if someone chooses to listen to hip hop and act a ceain way its cause of his interests not race
1,so jealous of my parents and bryce gone to rednecks with paychecks for the weekend i shouldve gone 128520 
1,so jus dont be faithful cus u never kno what your bitch doing lmao
1,so just chill hoe
2,so lets see what you look like in the am without the 10 filters and colored contact lenses your followers are dying to know 
0,so many bitches in one sentence fixitjesus
1,so many bitches think theyre so much hotter than they are
0,so many hoes whipped you would have thought we were still in slavery
1,so many shady bitches the secret thirst is alive
2,so many weird people in the ghetto at this time
2,so much for ucla being the team to beat they are trash
2,so much more going on but hypocrisy doesnt sit well with me my redneck family from central illinois more black then bieber
1,so much white trash at this demo derby 128514128079 127482127480
1,so my coworker is yellin at my other coworker and i so im like who you talkin to cuz its not me then she wanna bktrack like no bitch
2,
1,so my dumb ass screams fuck the redskins in this big ass echo filled parking garage
2,so my light was off amp door was closed mom walks in turn lights on tells me to take trash out in the morning then walked out light on
1,so my mom told me she put my drug paraphernalia in the trash the shitty life of a stoner with a cop mom im pretty upset
1,so niggas wanna be bitches and shit wearing flowers and shit smh yall niggas gay
0,so niggers really believe phelps just smokin on a regular huh tell me now amp ill log off for the night
